coupon_id,coupon_type,coupon_dpt,coupon_discount,coupon_how_many,coupon_mean_prod_price,coupon_prods_avail
617.0,just_discount,Men,18,1,8.62,1
618.0,buy_all,Boys,67,5,8.99,5
619.0,buy_all,Girls,27,5,10.74,5
620.0,buy_all,Sport,57,3,26.09,3
621.0,just_discount,Girls,17,1,1.73,1
622.0,buy_more,Girls,33,3,7.27,1
623.0,just_discount,Women,5,1,11.77,1
624.0,buy_more,Women,21,5,11.83,1
625.0,buy_more,Sport,37,5,6.73,1
626.0,buy_more,Women,13,5,10.41,1
627.0,just_discount,Sport,21,1,8.13,1
628.0,buy_all,Sport,40,3,8.82,3
629.0,buy_more,Boys,18,5,40.29,1
630.0,department,Men,52,1,11.07,609
631.0,buy_more,Sport,16,4,4.93,1
632.0,buy_all,Boys,28,4,7.4,4
633.0,buy_all,Women,14,3,6.08,3
634.0,just_discount,Men,11,1,7.15,1
635.0,just_discount,Men,19,1,102.99,1
636.0,buy_all,Girls,54,3,7.12,3
637.0,buy_more,Boys,24,5,8.58,1
638.0,buy_more,Men,13,4,7.6,1
639.0,just_discount,Women,16,1,6.29,1
640.0,buy_more,Sport,43,3,1.21,1
641.0,buy_more,Men,33,3,3.21,1
642.0,buy_all,Girls,43,2,60.17,2
643.0,buy_all,Women,41,4,5.98,4
644.0,just_discount,Girls,13,1,10.7,1
645.0,just_discount,Boys,10,1,8.37,1
646.0,buy_more,Girls,26,3,11.03,1
647.0,buy_all,Women,31,5,7.4,5
648.0,just_discount,Sport,25,1,6.53,1
649.0,buy_all,Women,48,4,8.78,4
650.0,buy_more,Boys,16,2,4.11,1
651.0,buy_more,Sport,22,3,10.1,1
652.0,buy_all,Boys,35,3,6.53,3
653.0,just_discount,Women,5,1,10.65,1
654.0,buy_more,Sport,34,3,15.44,1
655.0,buy_more,Girls,42,4,2.47,1
656.0,buy_more,Boys,13,3,19.39,1
657.0,buy_more,Men,18,4,5.49,1
658.0,just_discount,Girls,22,1,1.38,1
659.0,just_discount,Men,25,1,9.24,1
660.0,buy_all,Boys,37,3,5.29,3
661.0,buy_all,Men,17,4,6.67,4
662.0,buy_all,Women,13,3,18.88,3
663.0,buy_all,Girls,49,3,7.59,3
664.0,department,Boys,13,1,11.53,609
665.0,just_discount,Women,5,1,12.53,1
666.0,buy_all,Sport,17,4,20.39,4
667.0,buy_more,Girls,28,2,12.67,1
668.0,just_discount,Girls,19,1,7.4,1
669.0,buy_all,Women,42,4,7.06,4
670.0,buy_all,Girls,48,3,9.56,3
671.0,buy_more,Women,46,2,8.98,1
672.0,buy_all,Women,11,3,7.96,3
673.0,buy_more,Men,39,5,25.6,1
674.0,buy_all,Boys,59,3,7.48,3
675.0,buy_more,Girls,40,3,8.05,1
676.0,buy_all,Sport,59,5,6.34,5
677.0,buy_more,Men,13,5,49.5,1
678.0,buy_all,Women,19,4,8.9,4
679.0,just_discount,Women,5,1,7.67,1
680.0,buy_all,Sport,12,5,11.16,5
681.0,buy_all,Girls,12,5,13.59,5
682.0,just_discount,Boys,29,1,12.33,1
683.0,buy_more,Men,43,5,12.16,1
684.0,buy_more,Sport,13,2,4.94,1
685.0,buy_all,Sport,69,3,6.14,3
686.0,buy_all,Boys,6,4,10.08,4
687.0,buy_more,Sport,10,3,11.42,1
688.0,just_discount,Girls,6,1,2.51,1
689.0,buy_more,Sport,31,3,470.61,1
690.0,just_discount,Girls,18,1,8.32,1
691.0,buy_more,Women,22,2,10.24,1
692.0,just_discount,Women,6,1,11.1,1
693.0,department,Sport,52,1,18.23,641
694.0,department,Girls,28,1,15.29,604
695.0,buy_all,Men,25,3,18.57,3
696.0,buy_all,Boys,45,2,8.08,2
697.0,just_discount,Men,5,1,11.97,1
698.0,buy_more,Men,15,3,6.96,1
699.0,buy_more,Women,21,4,2.84,1
700.0,buy_all,Boys,46,3,15.72,3
701.0,buy_all,Sport,44,3,12.79,3
702.0,department,Women,8,1,16.4,537
703.0,buy_all,Women,64,4,10.75,4
704.0,just_discount,Sport,27,1,9.0,1
705.0,just_discount,Boys,27,1,2.22,1
706.0,buy_more,Girls,34,5,20.36,1
707.0,buy_more,Men,21,3,11.3,1
708.0,buy_all,Men,56,3,8.39,3
709.0,buy_all,Boys,11,3,10.04,3
710.0,just_discount,Girls,9,1,6.18,1
711.0,buy_all,Men,45,4,8.04,4
712.0,just_discount,Sport,21,1,5.86,1
713.0,just_discount,Men,6,1,3.18,1
714.0,buy_all,Sport,36,4,8.5,4
715.0,buy_all,Boys,23,5,8.34,5
716.0,just_discount,Girls,30,1,21.45,1
717.0,buy_more,Men,32,2,8.29,1
718.0,buy_all,Women,45,4,4.58,4
719.0,buy_all,Women,38,4,7.73,4
720.0,buy_all,Sport,65,4,8.14,4
721.0,just_discount,Boys,9,1,7.74,1
722.0,just_discount,Boys,18,1,6.04,1
723.0,buy_more,Girls,11,5,43.19,1
724.0,just_discount,Boys,16,1,12.2,1
725.0,buy_all,Girls,5,2,26.82,2
726.0,buy_more,Women,41,3,6.76,1
727.0,buy_more,Men,39,4,3.93,1
728.0,buy_all,Men,49,4,10.8,4
729.0,just_discount,Women,23,1,9.04,1
730.0,buy_more,Men,36,4,14.19,1
731.0,buy_all,Women,49,4,8.72,4
732.0,buy_more,Boys,30,4,22.93,1
733.0,buy_more,Sport,17,2,1.07,1
734.0,buy_all,Girls,58,3,2.93,3
735.0,buy_all,Girls,25,3,79.92,3
736.0,buy_more,Men,20,3,9.41,1
737.0,buy_all,Boys,12,5,11.23,5
738.0,buy_more,Men,36,2,7.78,1
739.0,buy_more,Boys,19,2,6.67,1
740.0,just_discount,Sport,19,1,1.14,1
741.0,buy_more,Women,20,2,8.95,1
742.0,department,Men,6,1,11.07,609
743.0,just_discount,Sport,10,1,5.73,1
744.0,just_discount,Women,17,1,9.26,1
745.0,just_discount,Women,15,1,2.99,1
746.0,just_discount,Sport,25,1,470.61,1
747.0,buy_more,Women,41,2,18.05,1
748.0,just_discount,Boys,13,1,8.2,1
749.0,just_discount,Women,27,1,10.79,1
750.0,just_discount,Sport,16,1,5.38,1
751.0,buy_more,Boys,19,4,10.08,1
752.0,buy_all,Girls,22,3,65.03,3
753.0,just_discount,Girls,13,1,3.87,1
754.0,just_discount,Men,18,1,2.56,1
755.0,buy_more,Men,24,5,12.55,1
756.0,buy_more,Men,29,5,3.29,1
757.0,buy_all,Sport,17,4,23.65,4
758.0,buy_more,Boys,42,2,7.08,1
759.0,buy_more,Boys,14,2,8.2,1
760.0,just_discount,Sport,16,1,8.03,1
761.0,buy_all,Girls,61,2,4.73,2
762.0,buy_more,Women,24,5,1.38,1
763.0,buy_all,Men,25,2,9.19,2
764.0,buy_all,Girls,6,3,6.97,3
765.0,buy_all,Women,47,5,5.33,5
766.0,buy_all,Boys,48,3,6.85,3
767.0,just_discount,Boys,20,1,2.26,1
768.0,buy_more,Sport,22,4,5.65,1
769.0,department,Girls,46,1,15.29,604
770.0,just_discount,Boys,6,1,9.9,1
771.0,buy_more,Women,40,5,1.22,1
772.0,buy_all,Men,10,5,15.71,5
773.0,buy_all,Boys,39,3,74.52,3
774.0,just_discount,Boys,30,1,4.08,1
775.0,buy_all,Boys,56,2,16.16,2
776.0,buy_all,Girls,13,4,10.5,4
777.0,just_discount,Sport,16,1,11.42,1
778.0,buy_all,Men,12,2,6.48,2
779.0,buy_more,Boys,37,3,3.02,1
780.0,buy_more,Men,49,4,8.05,1
781.0,buy_more,Girls,36,3,147.98,1
782.0,buy_all,Sport,24,2,12.63,2
783.0,buy_more,Women,42,2,8.45,1
784.0,just_discount,Women,23,1,6.59,1
785.0,buy_more,Boys,22,2,3.14,1
786.0,buy_all,Men,27,4,7.39,4
787.0,buy_all,Women,7,4,8.3,4
788.0,just_discount,Sport,30,1,3.53,1
789.0,buy_all,Women,35,3,68.84,3
790.0,just_discount,Girls,23,1,15.87,1
791.0,buy_more,Girls,25,2,8.63,1
792.0,buy_all,Women,49,4,9.82,4
793.0,buy_all,Women,32,4,4.83,4
794.0,buy_all,Sport,10,4,6.97,4
795.0,buy_all,Sport,40,5,9.59,5
796.0,buy_all,Girls,58,3,9.44,3
797.0,buy_more,Girls,42,4,7.83,1
798.0,just_discount,Girls,17,1,9.06,1
799.0,buy_all,Girls,44,2,6.75,2
800.0,buy_all,Men,15,2,4.09,2
801.0,buy_more,Men,35,2,18.06,1
802.0,buy_more,Men,49,2,6.15,1
803.0,buy_all,Boys,38,5,17.05,5
804.0,just_discount,Boys,13,1,33.31,1
805.0,buy_more,Sport,28,4,8.17,1
806.0,buy_all,Men,42,5,8.81,5
807.0,buy_more,Men,36,3,10.67,1
808.0,buy_more,Boys,13,5,3.13,1
809.0,just_discount,Women,18,1,5.35,1
810.0,buy_more,Boys,42,3,11.24,1
811.0,buy_all,Women,67,2,2.32,2
812.0,just_discount,Women,29,1,2.24,1
813.0,buy_all,Sport,24,4,20.58,4
814.0,just_discount,Men,10,1,8.36,1
815.0,buy_more,Sport,16,2,12.4,1
816.0,just_discount,Boys,26,1,5.46,1
817.0,buy_all,Girls,20,4,7.1,4
818.0,just_discount,Men,14,1,10.41,1
819.0,just_discount,Men,24,1,18.83,1
820.0,buy_all,Girls,65,2,10.54,2
821.0,just_discount,Sport,22,1,4.21,1
822.0,just_discount,Girls,5,1,2.2,1
823.0,just_discount,Women,5,1,6.54,1
824.0,just_discount,Sport,13,1,7.02,1
825.0,buy_more,Girls,24,4,31.56,1
826.0,buy_more,Sport,45,4,6.84,1
827.0,just_discount,Boys,28,1,6.06,1
828.0,buy_all,Men,28,3,7.24,3
829.0,buy_all,Girls,66,2,8.72,2
830.0,buy_more,Women,18,5,282.47,1
831.0,just_discount,Men,22,1,38.2,1
832.0,buy_all,Boys,56,3,7.14,3
833.0,just_discount,Girls,25,1,6.18,1
834.0,buy_more,Men,28,4,1.58,1
835.0,buy_more,Women,42,5,6.63,1
836.0,just_discount,Sport,27,1,3.24,1
837.0,just_discount,Girls,5,1,4.01,1
838.0,buy_all,Women,43,3,8.94,3
839.0,buy_more,Men,48,5,10.51,1
840.0,just_discount,Men,23,1,3.43,1
841.0,just_discount,Women,6,1,7.37,1
842.0,just_discount,Sport,18,1,6.53,1
843.0,buy_all,Men,14,3,6.72,3
844.0,just_discount,Boys,12,1,2.06,1
845.0,buy_all,Boys,15,3,8.57,3
846.0,buy_all,Girls,30,3,3.29,3
847.0,just_discount,Girls,13,1,10.33,1
848.0,department,Boys,41,1,11.53,609
849.0,buy_more,Girls,48,4,7.76,1
850.0,buy_all,Sport,34,3,6.5,2
851.0,buy_all,Boys,27,2,6.81,2
852.0,department,Girls,16,1,15.29,604
853.0,buy_all,Women,64,5,12.02,5
854.0,buy_all,Men,51,5,25.99,5
855.0,just_discount,Boys,29,1,6.12,1
856.0,just_discount,Girls,19,1,8.11,1
857.0,buy_more,Boys,44,3,11.4,1
858.0,buy_more,Men,47,2,11.87,1
859.0,just_discount,Girls,20,1,11.33,1
860.0,buy_more,Women,43,4,194.02,1
861.0,just_discount,Sport,17,1,4.48,1
862.0,buy_all,Women,59,3,6.57,3
863.0,buy_more,Men,46,2,2.38,1
864.0,buy_all,Sport,28,5,14.43,5
865.0,buy_more,Boys,12,4,10.05,1
866.0,buy_more,Boys,49,2,8.76,1
867.0,just_discount,Girls,23,1,8.3,1
868.0,buy_more,Women,11,2,9.05,1
869.0,buy_more,Men,36,3,1.58,1
870.0,just_discount,Boys,10,1,8.63,1
871.0,just_discount,Men,28,1,42.78,1
872.0,just_discount,Women,7,1,10.24,1
873.0,buy_all,Sport,67,4,5.99,4
874.0,just_discount,Sport,12,1,46.09,1
875.0,just_discount,Sport,17,1,8.99,1
876.0,buy_more,Women,44,4,2.33,1
877.0,buy_all,Men,16,4,10.08,4
878.0,just_discount,Men,16,1,15.27,1
879.0,just_discount,Sport,21,1,6.61,1
880.0,just_discount,Girls,22,1,14.16,1
881.0,buy_all,Girls,38,3,12.32,3
882.0,buy_more,Women,12,4,3.0,1
883.0,buy_all,Men,11,3,8.99,3
884.0,buy_more,Girls,21,4,4.31,1
885.0,buy_more,Boys,26,4,2.1,1
886.0,buy_more,Sport,35,5,4.69,1
887.0,just_discount,Women,22,1,10.24,1
888.0,just_discount,Men,5,1,30.55,1
889.0,just_discount,Sport,10,1,9.05,1
890.0,just_discount,Women,23,1,3.87,1
891.0,buy_more,Girls,26,4,8.09,1
892.0,buy_all,Men,34,3,25.48,3
893.0,just_discount,Sport,23,1,11.9,1
894.0,buy_more,Boys,23,4,7.74,1
895.0,buy_more,Girls,36,3,11.05,1
896.0,department,Boys,38,1,11.53,609
897.0,just_discount,Sport,29,1,9.53,1
898.0,just_discount,Men,18,1,6.91,1
899.0,buy_more,Sport,24,4,8.76,1
900.0,buy_all,Girls,8,4,3.75,4
901.0,buy_more,Women,18,4,10.95,1
902.0,buy_more,Boys,45,4,2.61,1
903.0,buy_all,Boys,12,3,9.81,3
904.0,just_discount,Women,9,1,15.2,1
905.0,buy_all,Men,25,2,63.26,2
906.0,buy_all,Women,11,5,9.8,5
907.0,buy_more,Sport,41,2,66.16,1
908.0,just_discount,Boys,24,1,17.11,1
909.0,buy_all,Girls,9,5,10.1,5
910.0,buy_all,Women,29,5,18.98,5
911.0,buy_all,Men,43,5,12.23,5
912.0,buy_more,Sport,46,2,6.29,1
913.0,buy_all,Boys,38,5,7.52,5
914.0,just_discount,Girls,23,1,1.25,1
915.0,just_discount,Women,20,1,8.93,1
916.0,just_discount,Boys,30,1,6.41,1
917.0,just_discount,Women,7,1,1.08,1
918.0,buy_all,Sport,10,4,10.43,4
919.0,buy_all,Boys,20,3,8.41,3
920.0,buy_more,Boys,31,3,13.91,1
921.0,just_discount,Girls,26,1,12.38,1
922.0,just_discount,Women,6,1,1.08,1
923.0,buy_all,Women,38,5,6.74,5
924.0,buy_more,Men,14,3,5.71,1
925.0,buy_all,Girls,34,5,11.79,4
926.0,just_discount,Boys,30,1,11.44,1
927.0,buy_all,Men,9,3,14.53,3
928.0,just_discount,Sport,28,1,1.84,1
929.0,buy_more,Women,29,3,10.32,1
930.0,buy_more,Men,19,2,12.14,1
931.0,buy_more,Sport,27,3,2.31,1
932.0,just_discount,Girls,24,1,3.47,1
933.0,just_discount,Sport,17,1,5.28,1
934.0,buy_all,Girls,49,4,22.87,4
935.0,buy_more,Sport,26,4,6.94,1
936.0,just_discount,Women,8,1,2.01,1
937.0,just_discount,Men,26,1,5.39,1
938.0,buy_more,Women,34,2,8.26,1
939.0,just_discount,Girls,13,1,10.38,1
940.0,buy_all,Men,20,4,6.76,4
941.0,buy_all,Sport,8,4,34.04,4
942.0,buy_all,Girls,68,2,13.15,2
943.0,buy_all,Women,28,3,7.9,3
944.0,just_discount,Sport,8,1,470.61,1
945.0,buy_all,Women,65,5,8.67,5
946.0,buy_all,Boys,60,5,6.8,5
947.0,just_discount,Women,12,1,57.58,1
948.0,just_discount,Girls,24,1,8.03,1
949.0,buy_more,Men,29,3,11.97,1
950.0,buy_more,Sport,27,2,9.84,1
951.0,just_discount,Boys,20,1,3.44,1
952.0,buy_more,Girls,10,2,43.19,1
953.0,buy_more,Men,23,3,9.6,1
954.0,buy_more,Sport,22,2,10.01,1
955.0,just_discount,Sport,21,1,7.17,1
956.0,buy_all,Boys,42,4,13.92,4
957.0,buy_more,Girls,27,4,11.27,1
958.0,just_discount,Women,22,1,150.88,1
959.0,just_discount,Men,9,1,11.05,1
960.0,buy_more,Sport,39,3,11.51,1
961.0,just_discount,Women,15,1,1.62,1
962.0,department,Boys,7,1,11.53,609
963.0,buy_all,Boys,7,3,8.54,3
964.0,buy_all,Women,7,3,9.74,3
965.0,just_discount,Boys,26,1,8.58,1
966.0,buy_all,Girls,22,5,53.71,5
967.0,buy_more,Girls,33,2,4.81,1
968.0,just_discount,Men,10,1,1.05,1
969.0,buy_more,Women,27,5,6.41,1
970.0,buy_all,Boys,28,3,11.36,3
971.0,just_discount,Girls,24,1,1993.67,1
