customer_id,age_range,marital_status,family_size,no_of_children,income_bracket,gender,mean_discount_used_by_cust,unique_items_bought_by_cust,mean_selling_price_paid_by_cust,mean_quantity_bought_by_cust,total_discount_used_by_cust,total_coupons_used_by_cust,total_price_paid_by_cust,total_quantity_bought_by_cust
299,36-45,Married,5,3,7,M,-0.63,330,109.08,1.13,-446.23,14,77443.58,801
300,70+,Married,2,0,5,F,-4.45,540,90.62,1.02,-3516.34,152,71587.39,804
301,70+,Single,1,0,1,M,-0.25,360,106.89,1.0,-106.5,1,44895.4,420
302,46-55,Married,2,0,5,M,-0.43,602,103.13,1.0,-436.34,8,104780.38,1020
303,46-55,Single,1,0,6,F,-1.39,931,108.83,1.0,-2193.59,90,171184.55,1579
304,46-55,Married,4,2,5,F,-0.06,231,113.13,1.04,-26.71,1,53172.27,488
305,36-45,Single,1,0,4,M,-0.63,1087,129.02,1.0,-1131.8,35,231593.86,1795
306,46-55,Single,1,0,5,M,0.0,347,91.46,1.08,0.0,0,51859.48,613
307,46-55,Married,2,0,5,M,-0.4,330,89.82,1.0,-153.16,5,34759.82,387
308,70+,Married,2,0,5,F,-0.06,316,102.93,1.0,-26.71,1,42716.18,415
309,36-45,Single,1,0,4,M,-0.5,400,87.79,1.0,-260.02,7,45298.74,516
310,36-45,Married,2,0,4,M,-0.43,549,103.6,1.07,-316.06,10,75835.96,781
311,36-45,Married,2,0,8,F,-0.75,397,95.46,1.0,-400.72,4,50880.84,533
312,70+,Married,2,0,6,F,0.0,303,97.17,1.0,0.0,0,35757.45,369
313,46-55,Single,1,0,4,F,-0.43,398,109.56,1.0,-222.62,4,56093.97,512
314,26-35,Married,2,0,2,F,-0.4,440,101.05,1.0,-240.43,3,60933.44,606
315,36-45,Single,1,0,3,F,-1.03,448,85.14,1.15,-802.69,19,66153.72,896
316,56-70,Single,1,0,9,M,-0.01,584,94.72,1.08,-8.9,1,84583.93,963
317,36-45,Married,5,3,6,M,-4.08,502,96.32,1.0,-3436.12,160,81098.05,842
318,46-55,Married,2,0,6,F,0.0,527,120.9,1.07,0.0,0,82938.83,734
319,46-55,Married,2,0,5,M,-1.0,716,107.08,1.07,-1439.9,45,154191.78,1539
320,56-70,Single,1,0,5,F,-0.46,480,105.33,1.02,-449.52,29,102805.11,1000
321,18-25,Single,1,0,5,M,-0.17,414,112.13,1.0,-89.05,2,60099.82,536
322,18-25,Single,5,3,1,F,0.0,187,94.15,1.0,0.0,0,20901.34,222
323,46-55,Single,1,0,1,M,-0.03,436,85.4,1.0,-17.81,1,50643.09,593
324,46-55,Single,1,0,6,M,-0.09,753,99.68,1.0,-94.39,3,102366.34,1028
325,46-55,Married,2,0,6,F,-0.12,274,82.76,1.02,-47.37,1,32357.21,399
326,46-55,Single,1,0,5,M,0.0,180,124.41,1.0,0.0,0,26623.34,214
327,36-45,Married,3,1,12,M,-0.4,1131,88.17,1.04,-727.0,15,159242.52,1886
328,36-45,Married,5,3,4,M,-0.47,426,88.36,1.06,-400.72,7,74925.29,895
329,46-55,Married,2,0,6,F,-1.62,604,169.19,1.0,-1841.55,27,192882.02,1142
330,36-45,Single,1,0,2,M,0.0,217,78.88,1.0,0.0,0,34705.62,440
331,46-55,Married,3,1,2,M,0.0,350,87.58,1.0,0.0,0,37923.42,433
332,70+,Married,2,0,8,M,-0.07,635,107.57,1.03,-55.21,2,83367.33,797
333,46-55,Married,2,0,6,F,-2.59,604,97.42,1.0,-2383.83,70,89529.02,919
334,46-55,Married,3,1,2,M,-1.18,198,108.73,1.0,-265.35,14,24463.21,225
335,46-55,Married,2,0,6,M,-0.13,330,81.72,1.0,-73.02,3,45765.55,561
336,70+,Single,1,0,4,F,-0.74,374,91.62,1.07,-543.02,15,66972.11,784
337,56-70,Married,2,0,4,M,-0.48,332,127.51,1.0,-213.72,3,56357.35,444
338,46-55,Single,1,0,5,F,-0.1,500,99.98,1.06,-65.89,3,66285.75,706
339,46-55,Single,1,0,5,F,-0.08,276,112.4,1.0,-53.43,3,78228.97,696
340,36-45,Single,1,0,3,M,-0.06,400,85.11,1.0,-29.68,1,44342.16,521
341,46-55,Married,2,0,5,M,-0.34,254,129.12,1.0,-97.94,4,36926.97,287
342,56-70,Married,2,0,5,F,-0.1,372,104.42,1.0,-59.37,2,60562.12,580
343,46-55,Single,1,0,4,M,0.0,294,50.22,1.0,0.0,0,28525.24,568
344,36-45,Married,2,0,9,F,-0.16,381,79.73,1.0,-80.14,3,39945.73,502
345,46-55,Married,2,0,3,M,0.0,244,123.54,1.0,0.0,0,35827.07,290
346,70+,Married,2,0,5,M,-0.02,473,118.73,1.01,-13.36,1,80263.71,682
347,26-35,Single,1,0,5,F,-0.04,259,124.25,1.01,-14.25,1,46220.58,374
348,26-35,Single,1,0,4,F,-0.18,405,91.08,1.03,-101.52,6,50275.0,571
349,36-45,Married,3,1,4,M,-0.04,217,96.88,1.0,-24.58,1,66268.78,684
350,46-55,Single,1,0,3,F,-0.14,397,97.57,1.01,-62.33,2,44100.34,455
351,26-35,Married,2,0,5,M,-0.2,444,79.16,1.01,-160.3,7,62377.47,792
352,46-55,Married,2,0,5,F,-0.27,282,95.37,1.09,-164.92,9,57987.28,661
353,36-45,Single,2,1,6,M,-0.14,674,109.69,1.01,-128.24,5,101902.89,934
354,36-45,Married,2,0,4,F,-0.03,253,112.4,1.0,-12.47,1,46756.5,416
355,46-55,Married,2,0,6,F,-0.12,967,92.63,1.01,-189.05,6,150609.96,1644
356,26-35,Married,3,1,3,F,0.0,342,97.75,1.0,0.0,0,56598.12,579
357,18-25,Married,2,0,4,M,-0.05,894,105.59,1.06,-64.11,3,134525.24,1349
358,56-70,Married,2,0,4,F,0.0,285,131.28,1.02,0.0,0,51069.83,396
359,46-55,Married,2,0,4,F,-0.36,422,96.41,1.05,-191.99,4,50903.96,555
360,26-35,Married,2,0,4,F,-0.17,256,75.59,1.05,-53.42,2,23809.56,331
361,18-25,Single,1,0,3,F,0.0,323,88.2,1.01,0.0,0,50540.89,578
362,46-55,Married,2,0,1,F,-0.07,851,91.08,1.0,-108.64,2,136619.16,1500
363,36-45,Married,3,1,12,M,-0.13,714,137.26,1.01,-154.58,5,164845.93,1217
364,18-25,Single,2,1,5,F,-0.28,149,109.27,1.0,-44.52,1,17264.57,158
365,36-45,Married,2,0,5,M,0.0,271,99.47,1.0,0.0,0,34615.92,349
366,46-55,Married,4,2,2,M,-0.8,418,126.25,1.04,-523.6,10,82567.69,679
367,36-45,Married,3,1,6,M,-6.27,747,109.79,1.02,-7896.29,293,138229.78,1283
368,36-45,Single,1,0,5,F,-0.04,1199,95.35,1.02,-103.3,4,241619.47,2581
369,56-70,Married,2,0,4,M,-0.02,527,112.44,1.01,-17.81,1,87814.42,789
370,46-55,Single,1,0,4,F,-0.51,554,114.58,1.0,-437.95,19,98651.77,861
371,26-35,Single,1,0,5,F,-0.02,447,115.09,1.01,-12.47,1,63298.54,554
372,26-35,Married,4,2,4,F,-0.36,109,163.75,1.01,-73.01,3,33405.95,206
373,36-45,Single,1,0,4,M,-0.17,682,93.17,1.0,-169.2,3,90936.44,980
374,46-55,Married,3,1,8,M,-0.08,528,148.98,1.02,-51.95,2,102202.48,702
375,36-45,Single,1,0,2,M,0.0,339,130.66,1.0,0.0,0,59581.64,456
376,26-35,Married,3,1,4,F,-0.4,146,130.55,1.17,-71.24,1,23237.97,209
377,18-25,Married,3,1,4,M,-0.13,653,92.81,1.03,-139.8,5,102744.84,1145
378,36-45,Married,5,3,5,F,-0.78,988,96.46,1.08,-1380.24,48,170254.62,1902
379,36-45,Married,2,0,5,M,-0.35,1347,120.46,1.01,-946.4,20,321875.91,2690
380,56-70,Married,2,0,9,M,-0.32,419,106.55,1.02,-169.2,3,56152.94,537
381,26-35,Married,3,1,4,F,-0.24,465,99.08,1.0,-140.52,4,58654.37,592
382,46-55,Married,3,1,2,M,0.0,267,142.02,1.0,0.0,0,61495.95,433
383,18-25,Single,2,1,1,F,-0.1,646,88.31,1.0,-88.87,2,81331.58,921
384,36-45,Single,1,0,3,F,-0.64,372,93.35,1.02,-382.91,16,55634.34,606
385,36-45,Married,2,0,6,M,-3.27,456,114.79,1.08,-2173.44,84,76220.79,716
386,36-45,Married,4,2,7,F,0.0,681,98.93,1.04,0.0,0,107540.54,1132
387,18-25,Single,1,0,4,M,0.0,600,78.12,1.06,0.0,0,74679.53,1014
388,36-45,Married,2,0,3,M,0.0,215,115.99,1.0,0.0,0,45467.77,392
389,26-35,Married,4,2,6,F,-1.48,659,91.38,1.06,-1815.99,46,112393.84,1298
390,46-55,Single,1,0,4,F,0.0,543,99.87,1.01,0.0,0,71707.89,725
391,46-55,Single,1,0,8,F,-0.35,602,76.79,1.04,-352.98,14,77172.1,1047
392,26-35,Single,5,3,3,M,-0.27,488,107.88,1.0,-252.9,5,102812.77,953
393,46-55,Single,1,0,5,F,-1.2,303,83.72,1.01,-568.14,6,39683.09,481
394,56-70,Married,2,0,3,F,-0.07,383,95.08,1.02,-44.52,1,64940.98,699
395,36-45,Married,4,2,2,F,-0.36,291,85.7,1.0,-242.21,8,56903.16,664
396,70+,Married,2,0,3,M,-0.16,655,92.73,1.12,-186.42,7,107936.42,1301
397,46-55,Single,1,0,4,M,-0.09,248,110.4,1.0,-41.86,3,53435.34,484
398,36-45,Single,1,0,2,M,-0.52,341,132.72,1.0,-220.84,6,56138.86,424
399,46-55,Married,3,1,4,F,-0.23,412,118.67,1.04,-142.48,5,73931.75,650
400,46-55,Single,1,0,5,M,-0.09,578,82.55,1.06,-91.72,3,82135.77,1050
401,36-45,Married,3,1,4,M,-1.86,529,96.42,1.21,-1646.65,72,85233.6,1067
402,70+,Married,3,1,7,F,-0.11,623,84.97,1.09,-187.0,4,145724.18,1864
403,36-45,Married,2,0,8,F,-1.62,510,92.95,1.04,-1025.62,43,58933.19,657
404,56-70,Married,4,2,6,M,-2.47,595,106.77,1.04,-2693.23,64,116381.28,1133
405,26-35,Married,3,1,4,M,0.0,306,120.32,1.0,0.0,0,50054.28,416
406,46-55,Single,1,0,5,M,0.0,47,141.52,1.0,0.0,0,11745.84,83
407,18-25,Single,1,0,3,F,-0.13,1007,72.93,1.01,-259.67,10,147099.74,2035
408,26-35,Single,1,0,3,M,-0.22,396,95.25,1.0,-125.56,4,54767.12,576
409,36-45,Married,2,0,4,M,-0.22,622,101.93,1.11,-237.58,10,110803.34,1212
410,46-55,Single,1,0,5,M,0.0,124,89.16,1.0,0.0,0,16226.61,182
411,36-45,Married,2,0,4,F,-0.12,472,84.96,1.03,-89.05,3,60576.18,734
412,70+,Married,2,0,5,M,-0.32,1284,109.88,1.0,-762.26,18,262507.32,2389
413,26-35,Single,1,0,5,F,-0.03,372,128.1,1.01,-17.81,1,66869.9,525
414,70+,Married,2,0,6,F,-0.42,566,81.35,1.03,-471.6,15,90782.22,1149
415,18-25,Married,2,0,4,M,-0.37,404,87.45,1.06,-178.1,2,42238.17,510
416,36-45,Married,4,2,5,M,-1.63,609,113.97,1.09,-1410.82,46,98353.98,942
417,36-45,Single,1,0,4,F,-0.11,351,95.11,1.0,-60.55,3,50410.43,530
418,36-45,Single,1,0,2,F,-0.05,1021,97.45,1.07,-89.05,2,183490.62,2020
419,46-55,Married,2,0,9,F,-0.25,362,103.39,1.0,-126.44,6,53040.48,513
420,46-55,Single,1,0,5,M,-0.04,634,106.85,1.0,-40.07,2,110055.11,1030
421,56-70,Married,2,0,5,F,-0.29,917,113.48,1.03,-414.25,11,164438.22,1497
422,46-55,Single,1,0,5,F,0.0,440,177.18,1.0,0.0,0,200925.82,1134
423,46-55,Single,1,0,2,M,-0.21,149,136.68,1.0,-53.43,2,35263.55,258
424,70+,Single,1,0,4,M,-1.37,525,97.26,1.01,-1050.44,17,74308.75,769
425,26-35,Single,2,1,1,M,-0.13,87,102.87,1.0,-17.81,1,13990.3,136
426,56-70,Single,1,0,9,F,-0.03,827,132.58,1.01,-44.52,2,170900.26,1301
427,56-70,Married,3,1,4,M,-1.23,680,100.52,1.04,-1246.68,43,101925.23,1055
428,36-45,Single,1,0,4,F,-0.25,333,121.94,1.15,-160.29,10,79020.03,745
429,36-45,Married,2,0,3,F,-0.59,336,86.88,1.03,-296.83,6,43962.95,520
430,26-35,Single,1,0,4,F,-0.01,615,98.7,1.0,-8.9,1,89620.29,908
431,36-45,Married,2,0,5,M,-0.55,329,89.22,1.06,-413.79,25,66736.78,793
432,46-55,Single,1,0,2,F,-0.19,910,95.15,1.0,-391.64,6,194286.63,2042
433,36-45,Single,4,2,1,F,-1.53,869,125.19,1.0,-2137.34,53,175139.14,1399
434,46-55,Single,1,0,5,M,-0.15,491,89.17,1.0,-124.67,2,74901.02,840
435,36-45,Single,2,1,4,M,-0.3,209,126.18,1.01,-160.29,5,66748.72,532
436,70+,Married,2,0,8,M,-1.01,534,96.42,1.14,-822.45,28,78289.9,927
437,26-35,Single,3,2,4,M,0.0,491,82.49,1.01,0.0,0,52874.32,649
438,36-45,Married,2,0,1,M,-0.06,569,94.46,1.01,-71.24,2,111274.5,1188
439,56-70,Married,2,0,9,M,-0.5,388,97.07,1.0,-297.41,17,57465.9,592
440,36-45,Married,3,1,8,F,-0.12,497,129.84,1.0,-71.24,1,78165.67,602
441,70+,Single,1,0,2,M,-0.09,523,124.27,1.06,-64.11,4,91217.75,776
442,56-70,Married,5,3,4,F,0.0,370,107.61,1.0,0.0,0,60475.01,562
443,70+,Single,1,0,4,F,-0.19,298,103.87,1.05,-137.13,5,75303.79,758
444,46-55,Married,2,0,2,F,-0.12,960,115.31,1.0,-163.85,6,163742.07,1420
445,56-70,Married,2,0,3,F,0.0,164,106.03,1.0,0.0,0,41138.1,388
446,36-45,Single,3,2,4,M,-0.05,697,94.16,1.05,-71.24,2,123449.87,1371
447,36-45,Married,2,0,5,M,-0.41,1214,117.35,1.08,-862.7,36,246437.23,2260
448,70+,Single,1,0,5,F,-0.07,470,100.21,1.04,-44.52,2,63433.7,656
449,26-35,Married,2,0,5,F,-0.12,252,83.96,1.01,-35.62,2,24683.65,298
450,46-55,Married,2,0,5,M,-0.32,839,120.83,1.12,-473.86,14,177618.34,1642
451,26-35,Married,5,3,5,F,-0.23,280,113.64,1.01,-98.04,2,47956.21,426
452,26-35,Married,3,1,4,M,-0.11,517,102.73,1.05,-141.76,6,138176.97,1418
453,26-35,Single,1,0,4,M,-0.17,703,117.84,1.12,-233.31,7,162269.19,1542
454,70+,Married,2,0,5,M,0.0,199,110.5,1.0,0.0,0,35137.47,318
455,46-55,Single,2,1,5,F,0.0,613,110.32,1.02,0.0,0,79653.01,734
456,26-35,Married,5,3,7,M,-0.04,1252,123.26,1.12,-104.48,4,295583.04,2675
457,36-45,Married,4,2,7,F,0.0,421,106.65,1.0,0.0,0,56099.52,526
458,26-35,Married,4,2,9,F,-0.15,723,87.54,1.0,-173.94,4,99091.73,1132
459,46-55,Single,1,0,5,M,-0.69,638,89.29,1.01,-640.71,26,83310.54,942
460,70+,Married,2,0,5,F,-0.53,915,113.17,1.01,-1097.09,33,232103.75,2081
461,56-70,Married,3,1,2,M,-0.86,352,93.82,1.0,-591.3,19,64733.24,690
462,56-70,Married,2,0,2,M,-1.36,467,85.78,1.01,-829.8,23,52325.33,614
463,46-55,Married,5,3,6,F,-3.25,182,91.56,1.02,-728.42,29,20509.29,228
464,46-55,Married,5,3,3,M,-1.47,2040,89.27,1.04,-6063.05,220,369053.18,4314
465,46-55,Married,3,1,8,F,0.0,89,193.96,1.0,0.0,0,35300.99,182
466,36-45,Married,2,0,5,M,-0.58,698,109.83,1.01,-654.5,24,123780.54,1140
467,46-55,Single,1,0,3,F,-0.2,554,74.05,1.0,-276.06,8,102852.06,1389
468,36-45,Married,3,1,7,F,-0.04,320,104.69,1.0,-17.81,1,41874.09,400
469,36-45,Married,3,1,2,M,-0.04,550,99.59,1.0,-44.52,1,109452.94,1099
470,46-55,Married,3,1,6,M,-0.02,896,98.51,1.1,-39.19,3,202740.39,2266
471,18-25,Married,3,1,5,F,0.0,252,104.65,1.0,0.0,0,31812.86,304
472,36-45,Married,3,1,8,M,0.0,97,120.93,1.0,0.0,0,23702.96,196
473,46-55,Married,2,0,4,M,-0.35,501,105.67,1.08,-215.74,6,65094.98,664
474,56-70,Married,4,2,6,F,-0.31,501,88.61,1.02,-266.55,12,77268.3,888
475,46-55,Married,2,0,6,F,-1.26,210,82.15,1.0,-713.65,9,46414.89,565
476,56-70,Single,1,0,4,M,0.0,146,108.21,1.04,0.0,0,18827.8,181
477,26-35,Married,3,1,4,F,0.0,268,101.83,1.0,0.0,0,29836.31,293
478,18-25,Married,2,0,4,F,-0.03,477,86.18,1.0,-17.81,1,56192.32,652
479,46-55,Married,2,0,10,F,-0.03,771,90.9,1.0,-44.52,2,117618.64,1294
480,70+,Married,3,1,5,M,-0.06,398,91.81,1.01,-35.62,2,53250.29,586
481,36-45,Married,4,2,2,F,-0.71,724,60.82,1.01,-1322.03,30,113545.34,1880
482,46-55,Single,1,0,4,F,-0.04,274,84.16,1.01,-17.81,1,37365.42,449
483,46-55,Single,1,0,6,M,-1.54,570,99.18,1.07,-1130.33,53,72798.18,784
484,36-45,Married,4,2,7,F,-0.04,877,89.67,1.0,-62.33,2,156384.85,1744
485,36-45,Single,1,0,3,F,-0.36,196,97.35,1.0,-92.26,2,25115.84,258
486,46-55,Single,3,1,1,M,-0.02,454,94.28,1.0,-11.13,1,57509.36,612
487,26-35,Single,2,1,2,M,0.0,214,88.73,1.01,0.0,0,26175.27,298
488,36-45,Married,2,0,6,M,0.0,543,96.05,1.11,0.0,0,65893.59,763
489,26-35,Married,3,1,5,F,-0.07,130,113.74,1.0,-14.25,1,23998.79,211
490,36-45,Single,1,0,5,F,-0.83,466,82.99,1.85,-623.35,15,62245.13,1387
491,46-55,Married,2,0,9,M,-0.43,327,111.32,1.03,-183.73,7,47312.91,436
492,70+,Single,1,0,5,M,0.0,159,128.97,1.0,0.0,0,27341.28,212
493,36-45,Single,1,0,3,F,-0.46,187,128.25,1.0,-142.48,1,40014.67,313
494,26-35,Married,5,3,8,F,-0.8,839,111.66,1.05,-991.47,22,138574.38,1297
495,36-45,Married,2,0,8,F,-0.01,1090,103.69,1.04,-19.59,1,163311.42,1640
496,26-35,Single,3,2,3,F,-0.09,427,96.91,1.0,-64.11,3,69195.51,715
497,36-45,Married,5,3,5,F,-1.11,391,102.17,1.04,-539.9,21,49656.77,506
498,46-55,Married,2,0,9,M,-0.4,912,114.45,1.0,-644.37,20,182435.33,1594
499,36-45,Married,2,0,5,M,-0.14,735,76.89,1.06,-215.49,8,117866.2,1620
500,56-70,Married,3,1,2,M,0.0,348,79.55,1.0,0.0,0,35478.17,448
501,46-55,Single,1,0,5,F,-0.09,1021,83.38,1.0,-178.8,6,175019.74,2100
502,36-45,Married,3,1,4,M,-0.03,465,95.95,1.0,-17.81,1,64480.74,675
503,26-35,Married,3,1,2,F,-0.38,310,95.98,1.04,-239.82,12,60276.3,651
504,70+,Married,3,1,8,F,0.0,408,135.5,1.0,0.0,0,70322.66,519
505,36-45,Married,2,0,3,M,0.0,109,86.65,1.0,0.0,0,15076.44,174
506,46-55,Married,2,0,7,F,-0.22,257,105.27,1.09,-89.05,4,43581.02,453
507,70+,Married,2,0,6,M,0.0,179,100.45,1.14,0.0,0,32445.94,369
508,18-25,Married,2,0,6,F,0.0,545,134.99,1.0,0.0,0,155368.79,1151
509,26-35,Single,1,0,3,M,-0.44,193,114.68,1.0,-219.78,3,57225.55,499
510,26-35,Single,2,1,1,F,-1.0,1019,86.01,1.03,-1634.66,56,141234.55,1684
511,46-55,Single,1,0,5,F,-0.14,377,105.48,1.01,-71.24,2,54956.13,527
512,46-55,Married,2,0,3,F,-0.31,217,166.42,1.05,-82.99,3,44932.79,284
513,56-70,Married,2,0,3,F,-0.11,231,89.1,1.0,-35.62,2,27797.71,312
514,26-35,Married,2,0,6,F,-0.04,379,144.69,1.0,-17.81,1,69163.7,478
515,26-35,Married,2,0,4,F,-0.02,903,97.06,1.0,-53.43,2,251472.19,2591
516,70+,Married,2,0,4,M,-0.79,235,138.27,1.0,-249.34,2,43415.58,314
517,26-35,Married,2,0,6,F,0.0,256,110.94,1.0,0.0,0,40935.73,369
518,26-35,Single,1,0,2,M,-0.9,633,79.35,1.0,-1111.68,7,97517.87,1229
519,36-45,Single,3,2,4,F,-0.18,354,82.42,1.02,-142.48,7,65774.04,811
520,36-45,Married,2,0,6,F,-0.64,688,103.4,1.01,-693.69,26,112702.84,1105
521,26-35,Single,1,0,5,M,-0.07,448,90.11,1.06,-53.43,2,70646.71,834
522,46-55,Married,3,1,6,F,0.0,369,87.68,1.05,0.0,0,44718.54,533
523,36-45,Married,4,2,5,M,-1.08,127,91.67,1.0,-262.68,16,22276.25,243
524,26-35,Single,1,0,5,F,-0.38,493,110.52,1.0,-274.8,9,80456.72,731
525,36-45,Married,3,1,9,M,-0.15,614,105.82,1.0,-171.69,4,122327.85,1156
526,46-55,Married,2,0,5,F,-0.78,754,108.97,1.0,-737.32,18,103633.25,953
527,36-45,Married,3,1,5,F,0.0,299,121.27,1.06,0.0,0,46566.02,406
528,46-55,Married,2,0,10,F,-0.72,1109,117.85,1.09,-1249.53,32,204122.66,1887
529,46-55,Single,1,0,2,F,-1.95,250,67.5,1.0,-751.2,27,26055.99,386
530,46-55,Single,3,2,5,F,-0.25,831,126.42,1.0,-387.36,6,196458.65,1554
531,36-45,Married,4,2,5,M,0.0,168,112.42,1.06,0.0,0,22484.32,212
532,46-55,Single,2,1,4,M,0.0,249,110.35,1.0,0.0,0,42595.66,386
533,36-45,Married,5,3,6,F,-0.06,983,137.23,1.0,-92.61,4,219300.47,1598
534,26-35,Married,3,1,3,F,-0.17,177,113.49,1.08,-38.29,2,24968.18,238
535,56-70,Married,2,0,3,F,-0.08,693,79.22,1.06,-108.64,2,113521.47,1521
536,46-55,Married,2,0,11,M,-0.8,441,136.71,1.0,-595.29,27,101712.02,747
537,18-25,Single,1,0,5,F,-0.15,745,115.16,1.01,-178.1,5,133813.01,1175
538,56-70,Married,2,0,4,M,0.0,570,105.12,1.0,0.0,0,92291.63,878
539,36-45,Married,2,0,8,F,-0.05,214,76.5,1.0,-14.25,1,20808.28,273
540,26-35,Married,4,2,4,F,-0.33,267,132.62,1.0,-106.86,2,43101.62,325
541,26-35,Single,1,0,10,M,-0.04,523,173.78,1.08,-69.46,3,271093.03,1690
542,46-55,Married,2,0,7,F,0.0,89,94.38,1.0,0.0,0,9721.61,103
543,46-55,Married,2,0,5,F,-0.26,510,121.83,1.0,-213.72,4,99411.04,816
544,56-70,Single,1,0,4,F,-0.16,432,101.88,1.03,-145.45,6,91485.66,927
545,70+,Married,3,1,4,M,-0.01,445,100.54,1.0,-8.9,1,88475.16,880
546,26-35,Single,1,0,5,M,-0.1,682,100.15,1.05,-135.35,4,136299.31,1425
547,46-55,Married,2,0,6,F,0.0,159,121.96,1.0,0.0,0,26953.01,221
548,26-35,Married,5,3,4,M,-0.05,267,90.29,1.0,-19.59,1,34038.93,377
549,46-55,Single,1,0,2,F,-0.13,242,83.34,1.04,-35.62,1,23668.72,295
550,36-45,Single,1,0,2,M,-0.71,687,103.13,1.0,-868.22,20,126741.56,1229
551,46-55,Single,1,0,6,F,-1.6,576,94.97,1.08,-1513.03,59,89558.63,1019
552,70+,Married,2,0,4,M,-0.6,786,119.81,1.08,-651.47,23,129871.16,1171
553,36-45,Married,3,1,11,F,0.0,747,136.33,1.0,0.0,0,200818.57,1475
554,46-55,Single,1,0,2,F,-0.36,453,64.0,1.04,-320.58,5,56380.02,916
555,46-55,Married,5,3,9,F,0.0,522,96.62,1.06,0.0,0,102221.05,1125
556,46-55,Married,2,0,4,M,-3.45,340,122.19,1.03,-1919.14,65,68062.56,574
557,26-35,Single,3,2,4,M,-0.02,742,86.91,1.01,-35.62,1,129411.09,1499
558,36-45,Single,2,1,5,M,-0.74,259,98.27,1.11,-252.46,4,33510.0,377
559,70+,Married,2,0,6,F,-0.09,649,71.19,1.0,-133.57,8,101665.5,1428
560,46-55,Married,2,0,5,M,-0.43,657,97.41,1.03,-408.72,13,92344.92,975
561,36-45,Married,2,0,4,F,-0.27,684,127.42,1.1,-284.96,7,134681.94,1162
562,46-55,Single,1,0,5,F,0.0,122,83.64,1.0,0.0,0,12378.21,148
563,36-45,Married,3,1,9,M,0.0,268,115.48,1.03,0.0,0,42958.84,382
564,36-45,Married,2,0,7,F,-0.54,438,120.23,1.08,-411.41,18,91252.32,817
565,26-35,Married,3,1,9,F,-1.81,924,106.25,1.0,-3453.35,45,202715.62,1908
566,26-35,Married,4,2,5,M,-2.21,991,102.65,1.07,-5873.98,219,272420.99,2830
567,26-35,Single,1,0,5,F,-0.2,696,105.57,1.0,-262.7,11,135346.15,1282
568,36-45,Married,4,2,2,F,-0.05,419,99.35,1.0,-35.62,1,73918.95,747
569,46-55,Single,1,0,9,M,-0.02,457,130.25,1.06,-17.81,1,138850.84,1129
570,26-35,Single,1,0,5,F,-0.49,955,99.13,1.02,-644.71,24,129663.22,1337
571,56-70,Married,2,0,8,M,-0.02,662,114.21,1.1,-19.59,1,126999.48,1225
572,36-45,Married,2,0,4,M,-0.04,1145,104.44,1.1,-106.5,2,249094.2,2627
573,46-55,Married,3,1,6,M,-0.06,482,86.97,1.0,-35.62,1,54183.06,624
574,36-45,Single,1,0,4,M,-0.13,302,136.96,1.0,-53.43,2,57387.68,419
575,56-70,Married,2,0,1,M,-0.08,275,93.05,1.14,-83.7,5,96118.37,1173
576,36-45,Married,5,3,4,F,0.0,242,89.75,1.0,0.0,0,32308.98,360
577,46-55,Married,3,1,7,M,-0.3,602,96.25,1.04,-287.57,7,93264.06,1010
578,18-25,Single,1,0,1,M,-0.49,1489,111.88,1.1,-1129.69,45,258554.78,2541
579,26-35,Married,2,0,8,F,-0.09,384,101.21,1.03,-53.43,2,63154.69,641
580,56-70,Married,2,0,8,M,-0.1,183,116.73,1.01,-29.68,1,35370.69,307
581,46-55,Single,1,0,2,F,0.0,102,60.7,1.0,0.0,0,14204.24,234
582,26-35,Single,2,1,1,F,0.0,401,90.17,1.05,0.0,0,45627.33,532
583,46-55,Single,1,0,1,F,-0.29,635,74.46,1.0,-322.0,10,81977.89,1101
584,26-35,Married,5,3,11,F,-0.35,295,68.93,1.0,-163.5,1,31912.34,465
585,46-55,Married,5,3,4,M,-0.52,534,95.59,1.01,-441.34,9,81155.53,861
586,46-55,Single,1,0,4,F,-1.94,354,118.08,1.05,-975.26,13,59273.83,528
587,26-35,Married,5,3,3,F,-0.49,368,110.72,1.1,-236.87,7,53700.43,532
588,18-25,Single,5,3,1,F,0.0,257,117.11,1.0,0.0,0,52467.42,448
589,46-55,Married,2,0,9,M,0.0,77,89.8,1.0,0.0,0,12661.71,141
590,36-45,Married,2,0,1,M,-0.04,552,91.03,1.11,-55.21,3,116881.96,1427
591,26-35,Single,1,0,5,M,-0.49,288,100.99,1.0,-147.82,6,30699.57,304
592,26-35,Single,1,0,4,M,-0.07,578,95.61,1.04,-55.21,2,71321.88,775
593,46-55,Single,2,1,3,M,-0.18,650,68.68,1.04,-233.3,7,88533.59,1342
594,46-55,Single,1,0,2,M,-0.98,574,111.42,1.01,-961.73,31,109187.26,991
595,18-25,Married,2,0,2,F,-0.14,734,100.11,1.0,-162.07,5,119533.46,1194
596,46-55,Single,1,0,1,M,-0.32,1454,75.91,1.01,-852.8,29,200179.32,2659
597,46-55,Married,2,0,1,M,0.0,192,78.43,1.24,0.0,0,18667.11,296
598,26-35,Single,1,0,5,F,-2.07,872,103.32,1.01,-2744.39,96,137102.95,1338
599,46-55,Single,1,0,5,F,0.0,303,117.95,1.0,0.0,0,50130.63,425
