customer_id,coupon_id,cust_gender,cust_age,cust_mean_buy_price,cust_total_coupons,cust_mean_discount,cust_unique_products,cust_unique_products_coupon,cust_total_products,coupon_type,coupon_dpt,coupon_discount,coupon_how_many,coupon_mean_prod_price,coupon_prods_avail,probs
128,602.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_more,Women,35,5,67.42,1,0.05889230130936838
128,784.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,just_discount,Women,23,1,6.59,1,0.12676741994200297
205,145.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_more,Women,10,4,12.73,1,0.10501373600917961
205,602.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_more,Women,35,5,67.42,1,0.08523742914166584
205,784.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,just_discount,Women,23,1,6.59,1,0.10560847374049616
273,145.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_more,Women,10,4,12.73,1,0.10624630299275786
273,602.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_more,Women,35,5,67.42,1,0.05739301196682836
273,784.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,just_discount,Women,23,1,6.59,1,0.11029650784104697
302,145.0,F,mid,10.09,23.0,5.58,89.0,23.0,90.0,buy_more,Women,10,4,12.73,1,0.25680500413878854
349,145.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_more,Women,10,4,12.73,1,0.11230679121926973
349,602.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_more,Women,35,5,67.42,1,0.05957589649423962
373,145.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_more,Women,10,4,12.73,1,0.10823715375189495
373,602.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_more,Women,35,5,67.42,1,0.0714829278253953
373,784.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,just_discount,Women,23,1,6.59,1,0.10428213704322503
469,145.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_more,Women,10,4,12.73,1,0.10616245680431174
469,602.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_more,Women,35,5,67.42,1,0.07976760458810131
469,784.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,just_discount,Women,23,1,6.59,1,0.13769151965207932
478,145.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_more,Women,10,4,12.73,1,0.2604262134918724
478,602.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_more,Women,35,5,67.42,1,0.03459070715109261
571,145.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_more,Women,10,4,12.73,1,0.10137209915528311
571,602.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_more,Women,35,5,67.42,1,0.0800095915122255
571,784.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,just_discount,Women,23,1,6.59,1,0.13395277784902396
637,145.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_more,Women,10,4,12.73,1,0.10944663390952523
637,602.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_more,Women,35,5,67.42,1,0.08386236876278685
637,784.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,just_discount,Women,23,1,6.59,1,0.15758375865992108
672,145.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_more,Women,10,4,12.73,1,0.33197189927879106
672,602.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_more,Women,35,5,67.42,1,0.04895885700065237
672,784.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,just_discount,Women,23,1,6.59,1,0.0837665335889864
724,145.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_more,Women,10,4,12.73,1,0.09668951912090328
724,602.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_more,Women,35,5,67.42,1,0.08093054282898109
724,784.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,just_discount,Women,23,1,6.59,1,0.1389668117938305
779,602.0,F,old,9.6,33.0,7.17,90.0,33.0,95.0,buy_more,Women,35,5,67.42,1,0.34464747419018976
917,145.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_more,Women,10,4,12.73,1,0.1177027683348662
917,602.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_more,Women,35,5,67.42,1,0.10728925489455367
917,784.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,just_discount,Women,23,1,6.59,1,0.1386809480136052
948,145.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_more,Women,10,4,12.73,1,0.10872780383082305
948,602.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_more,Women,35,5,67.42,1,0.09721784123343188
948,784.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,just_discount,Women,23,1,6.59,1,0.11402406542325369
995,145.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_more,Women,10,4,12.73,1,0.10388322320949984
995,602.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_more,Women,35,5,67.42,1,0.1015710326280671
995,784.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,just_discount,Women,23,1,6.59,1,0.1558630458802046
